id_statement,type_obs,actor,observation,comment_obs,date,time,package,section_title,subsection,issue_detail,option_detail,pro_contra,issue_data,language,negotiation_format,side_main,doc_type,link,author,id_num,forum,meeting,file_location,id_observation,==...,time_parsed,speaking_time,informal_formal
20250328_16:33:54_eh_st_4254,1,argentina,on fotp; challenge for small delegations; but sees the benefit,"would like to add that this can present a challenge so that small delegations can effectively continue the negotiation. sin embargo, ta mean reconoce the importance. yeah, the focal isa, however, we recognize the importance of focusing our discussions, the importance of focusing our discussions and continuing our debates to make progress as we negotiate and in this regard, my delegation is ready to accompany the president's suggestions in this new modality, and underscore the importance of ensuring an effective and transparent participation of our delegations in this regard. and in addition to what has been proposed, we also would suggest that, in addition to publishing on the authorities website who the facilitators would be and what themes or issues they will facilitate these discussions on, we understand that this could also be done by email with permanent representatives or by having a point of contact that each delegation would put forth for this purpose. we also understand that it is important that in contact email for each delegation be provided to coordinate our dialog.",2025-03-28,16:33:54,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4254,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:33:54_eh_obs_353; 20250328_16:33:54_eh_obs_354; 20250328_16:33:54_eh_obs_355,FALSE,16:33:54,131,formal
20250328_16:36:05_eh_st_4257,1,chile,fotp needs to be inclusive and transparent; will there be deadlines?; will there be a maximum number of groups?; small delegations challenge,"chile is well disposed to receive the proposal of the president to establish a mechanism that would allow us to move more expeditiously in the business of our negotiations. the president can count on chile as included in the friends of the president. however, as has already been stated by the delegations of brazil and argentina, we reiterate, as has already been stated, the need for the to be done in a clear, transparent and inclusive manner. for this reason, having reviewed the document that was circulated regarding the proposal of putting together a group of friends of the president, the chilean delegation has the following questions about how this modality will, in fact, work, as regards the identification or self identification of volunteers for the secretariat chile would like to know, is there a deadline, or will a deadline be set for volunteers to make themselves known and for the secretariat to later communicate on these likewise, we'd like to know if there will be a deadline for delegations to register themselves along to work on a given theme, once we have identified who these would be and will there also be a set number of themes or issues that will be addressed, as other delegations have already noted, for some delegations, it's not possible to participate in a large number of different groups. consequently, to guarantee inclusivity in the methodology of this work, would it be favorable to establish a limit of volunteering or a way of working that would allow participation by those delegations who are interested? finally, the document also notes that during a reading of the revised and consolidated regulations text. we understand that this means in the second session, part of this current council session, and this would allow us to have a draft regulation that could be commented on by other by delegations. our question is, will we also be asking for volunteers to present their proposals in writing prior to the second session of council? or will we only do this once that session has concluded? we would appreciate your clarifying these questions.",2025-03-28,16:36:05,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4257,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:36:05_eh_obs_356; 20250328_16:36:05_eh_obs_357; 20250328_16:36:05_eh_obs_358; 20250328_16:36:05_eh_obs_359,FALSE,16:36:05,178,formal
20250328_16:39:03_eh_st_4261,1,china,mining code should be finished by end of 30th session (july meeting); therefore text proposals should be handed in before july meeting; suggests one month before july meeting; scope of fotp groups should be clear; working groups and fotp should coordinate; all groups should be published online,"china would like to thank the bureau for preparing this document and as china said yesterday, we generally support the working mentality. but we would also like to make the following comments to further improve the document. first, according to the road map for developing the regulations or exploitation, we should complete the formulation by the end of the 30th session. if the relevant tax proposal is only submitted at an end of the 30th session in july, it might be difficult to meet this goal, therefore china suggests that voluntary facilitators should submit their draft tax proposals before july meeting and that relevant text proposals should clearly be the basis for the negotiations in the console in july, replacing the existing text, which will allow delegation to prepare in advance. china proposed that voluntary facilitators provide the draft proposal at least one month before the start of the session in july 2 delay in order to facilitate better decision making and participation in the relevant working groups, the voluntary facilitators, when making the voluntary proposals, should clarify the scope of specific working regulations in determine the scope, duplication with the existing working group should be avoided. cross cutting if there is indeed cross cutting matters involved, it is recommended that existing group and the new working group to coordinate with each other, kind of suggest the existing working group. i should also clarify the scope of the regulation. concern me, the existing working group should also clarify the scope of the regulations that they are in charge of. the new text proposed before the july coaching like the new working groups. thirdly, it is recommended that the existing working group to publicize the the are scope of regulations that to be considered, whether it's current and the new group, they should all be published online. and the new group, they should all be published online, so for all parties to participate, relevant work accordingly.",2025-03-28,16:39:03,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4261,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:39:03_eh_obs_360; 20250328_16:39:03_eh_obs_361; 20250328_16:39:03_eh_obs_362; 20250328_16:39:03_eh_obs_363; 20250328_16:39:03_eh_obs_364; 20250328_16:39:03_eh_obs_365,FALSE,16:39:03,212,formal
20250328_16:42:35_eh_st_4267,1,italy,also wants a schedule; also asks about the relation of wgs and fotp; worth restricting the number of open ended questions; try to have a text with just one bracket option,"thank you for the proposal to make up a group of friends of the president. i also thank the delegation of singapore for its contribution. many comments have already addressed the points that i was going to raise, but i believe that it is useful to repeat italy. considers that transparency, transparency in our work, is an essential component, as has been said by a number of my colleagues, and to facilitate the participation of different delegations, both small ones and large ones, it would be preferable to know as soon as possible schedule that would also allow us to choose in a realistic manner our participation and contributions in these groups. i have questions about the relation between the relationship between these new groups and the existing groups. it seems to me that we need to avoid a duplication of efforts. but we can also imagine that within the framework of certain groups who address vast subject areas, it would be possible to more narrowly focus or target these this work using a new modality of work or and address questions of specific regulations or aspects. i share the opinion of those who have insisted that we need to have draft text of proposals with sufficient advance notice to be able to decide if we will comment on them and support them in a constructive manner at our next working session, the experience that we have in other negotiation for leads me to underscore that we would also say it's worth restricting the number of open ended issues, even though it's not always possible to arrive with a final text, if the text of certain regulations that are critical could be finalized, if you'll allow me. mm, the term mr. president, to be cleaned up with maybe just one bracketed portion, then we can focus our work on those issues for which our challenges and the weight of them will be stronger.",2025-03-28,16:42:35,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4267,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:42:35_eh_obs_366; 20250328_16:42:35_eh_obs_367; 20250328_16:42:35_eh_obs_368; 20250328_16:42:35_eh_obs_369,FALSE,16:42:35,234,formal
20250328_16:46:29_eh_st_4271,1,ireland,,"we welcome this note, and we're generally supportive of this initiative, this new working modality, which we think is important, we move towards more dynamic modalities, focusing on text outcomes and closing text. we are grateful to colleagues who worked on the text of this note, in particular colleagues in singapore, having heard some good and useful comments in today's discussion, we're in your hands, mr. president, if you feel a revised note might be appropriate, but with some tweaks, but it's not a legal document. of course, we're not negotiating a document here, and we do feel that all of this falls within your broad discretion as to how we how we organize ourselves. one final point, just i'm not sure how many volunteers have presented themselves so far. maybe this reflects on my own character more than anyone else, but i don't i'm not sure i have ever volunteered for something of this nature, and yet i've often ended up doing these kinds of jobs. in my experience, sometimes suitable candidates might need to be identified and encouraged to volunteer. so we think that the president, and perhaps on consultation with the facilitators, if insufficient volunteers are forth coming, may need to take that initiative. and we do think that a certain degree of diversity, in particular, with regard to geographical balance would be, would be important in this regard.",2025-03-28,16:46:29,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4271,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:46:29_eh_obs_370,FALSE,16:46:29,159,formal
20250328_16:49:08_eh_st_4272,1,nauru,,"nauru welcomes and supports the proposed friends of the president arrangement, we believe this additional modality of work presents an innovative and practical approach to advancing our deliberations on the draft regulations in a targeted and efficient manner. now we particularly appreciate the flexible nature of this initiative, which will allow for focused discussions on specific topics while complementing existing working modalities. we commend you, mr. president and the bureau members, for developing this thoughtful proposal that encourages greater ownership of the text amongs delegations without adding procedural complexities. the voluntary and time limited nature of this arrangement is especially valuable, as it provides an additional pathway for making technical progress in areas where common ground already exists. we also appreciate the transparency measures outline, including the regular updating of volunteer lists on the authorities website. finally, we join in the commending, or we join in commending, the initiative shown by germany, china and belgium in developing text on test mining draft regulations, which demonstrates the kind of collaborative approach that this new modality seeks to encourage.",2025-03-28,16:49:08,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4272,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:49:08_eh_obs_371,FALSE,16:49:08,69,formal
20250328_16:50:17_eh_st_4273,1,belgium,,"and also thank you for the note that you distributed. belgium definitely welcomes any proposals to make our work more efficient and to proceed and to succeed as ireland, i we were also thinking that maybe it could be useful if there would be a little bit of a more proactive approach by the president with the help of the secretariat, maybe to identify opportunities or identify topics where some improvement has been made, but just maybe a little push might be useful, or where there's still a lot of work, and maybe even in some cases, approach certain delegations that could be well placed to do so, because, of course, after this session, we all you'll go to your respective capitals or day jobs during in between the sessions. so it's not so easy to have this cohesion in between the sessions like we have when we are all here in kingston, and maybe some function of liaison coming from the secretary, it would be useful to move things forward.",2025-03-28,16:50:17,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4273,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:50:17_eh_obs_372,FALSE,16:50:17,61,formal
20250328_16:51:18_eh_st_4274,1,philippines,specific comment on wording,"thank you for listening to the delegations by producing this document, just to be precise, on the second in the second paragraph, i think it notes there that the president would coordinated with interested delegations to develop agreed text on a specific topic. we're not comfortable with the use of the that formula, agreed text, perhaps bridging text or develop text proposals that could become agreed text would that would be more you would be more comfortable with that. but the general idea is that it's a bridging proposal. and with regard to ensuring that we operationalize transparency, we welcome that it will be the volunteer who will present the proposal, but we would like to have an indication of the delegations that took part in developing the bridging text or the textual proposal, and that could be through the presentation itself, or, as others have noted, maybe through a consolidated document, which could be used as an informal guide, and it could indicate both the textual proposal and the volunteer and the delegations that have participated.",2025-03-28,16:51:18,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4274,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:51:18_eh_obs_373,FALSE,16:51:18,94,formal
20250328_16:52:52_eh_st_4275,1,brazil,"fotp output would be to input into a new draft regulation revision, no?; i.e. the output should come after the next meeting","after having heard the interventions other colleagues, i have a question as to whether or not i'm correct, but i have a question about what the purpose of this meeting is. it seems to me that many took to the floor as to the contributions of these consultation groups of friends of the president, which would be presented in the second session of our council meetings. i understood initially that this would be an exercise or modality to contribute to the formulation of a document review for in anticipation of our next session. and so i'd like to have clarity on this issue. of course, we've already covered half of the draft regulations. we've worked sufficiently to refine the draft, the draft of regulations that has already been debated by us, and these mechanisms, mechanisms facilitate us making progress instead of another. i'm sorry for the second half of the document or the draft document that we haven't yet talked about, and i'm flexible as to how we do that nothing restricts us from working with so called friends of the president, which could be a group charged with refining those drafts. but i thought that at the beginning, the mechanism or modality of friends of the president would be gathering after our debate, and that would mean would not be addressing issues about the regulations under consideration. so we need clarification on this point.",2025-03-28,16:52:52,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4275,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:52:52_eh_obs_374; 20250328_16:52:52_eh_obs_375,FALSE,16:52:52,137,formal
20250328_16:55:09_eh_st_4277,1,singapore,on timeline: agrees it should come after next meeting,"i would like to thank everyone for your initial comments on our document. i think we've heard a lot of very valuable comments, but i will just give a quick response to some of the ideas that i heard had been repeated. one of the key questions that was raised was how what the timeline is for this arrangement. i think perhaps an ideal situation is for the text to be turned around for the next iteration of the consolidated text. so what the friends of the president would produce would be a bridging text, or like an agreed text among the interested delegations to be included in the next iteration of the consolidated text. and ideally, there would be a specific deadline for the submission of the text and for the registration of volunteers, but i think i would be in the hands of the secretariat about what the appropriate deadline might be. so i think this would be a good approach that would be most realistic, because having the deadline be before the july session and then revising a consolidated text might be a little bit too tight for for colleagues in the room here. so i think that is one way that we could move forward in terms of the timeline and on interaction with existing working groups. we have mentioned in the document that this is a flexible arrangement. it takes place in parallel of existing working groups. it is not meant to replace them. but if existing working groups would like to adopt this modality, perhaps of having a smaller group within their working group to hammer out the details on certain draft regulations or also abiding by the deadline to submit text to the to the secretariat, i think that is also possible, just to be clear, that there is no intention of replacing these working groups, and it is a flexible arrangement, and the existing working group facilitators can decide how they might want to adopt this, adopt this approach. and finally, on transparency, i know all the points that have been made so far. we do in the drafting of the deal, we did fully consider the concerns regarding transparency, and we fully respect that. what we intend is that there would be a small there will be a group of delegations working on this agreed tax, but when it is presented to council, there is always an opportunity for any other delegations to raise the effect and make comments about it as well. so we envision it to be a very inclusive kind of process. i understand and appreciate views on how we might want to refine the parameters in the drafting of this document. it was intended to be a relatively informal, flexible and self initiated arrangement, but i know the feedback that perhaps some assistance from secretariat in identifying potential topics might be helpful, and we will definitely take that back and refine this a little bit further.",2025-03-28,16:55:09,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4277,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:55:09_eh_obs_376,FALSE,16:55:09,195,formal
20250328_16:58:24_eh_st_4278,1,india,should set some deadlines; should give input before july meeting,"we welcome the modalities of work proposed under the title friends of the president, and we thank bureau, as well as singapore for their contribution in this work that is very short. we have believe the on this initiative. and the first one is that we need to fix some certain deadlines like that, self identification by the facilitator, and they are followed by the fix the certain deadlines for the sale of self identification for the interested participants. and kind of modalities of work will be followed for the particular inter sessional group that also is to be finalized with in time. and we believe that the date of delivery of the assignment for this prince of the president should be before that 31st sorry, before the 30th july session of the july session of visualization, maybe some 15 to 20 days before so so that we can work on the consolidated days before that, however, they can continue working till the end of the july session. we also believe that there is a to be involved in coordination of this work, maybe to the extent of the including the participants, and verifying and authenticating the interested delegates will be working on this topic as the this will be published in the website. so this authentication and verifying participations are very important. we are working on that record, that drug creation, so the inclusion of the point by the different through the different mails should be authenticated to improve the tech text document. however, we have a concern of publishing the meeting link in the website, because then it will be open to all and anyone can join in that forum for giving their comment.",2025-03-28,16:58:24,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4278,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_16:58:24_eh_obs_377; 20250328_16:58:24_eh_obs_378,FALSE,16:58:24,127,formal
20250328_17:00:31_eh_st_4280,1,dscc obo ngos,thanks brazil for wanting observer inclusion,"i'm taking the floor on behalf of the observers to thank brazil for its intervention, seeking confirmation that observers will be invited to working groups and friends of the president groups, and thank all the other delegations that endorsed observer participation, including yesterday. we also note with appreciation that a confirmation that a list of volunteers and topics will be made available to all delegations and update regularly on the authorities website.",2025-03-28,17:00:31,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4280,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:00:31_eh_obs_379,FALSE,17:00:31,63,formal
20250328_17:01:34_eh_st_4281,5,xxx_observation,,,2025-03-28,17:01:34,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4281,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:01:34_eh_obs_380,FALSE,17:01:34,19,formal
20250328_17:01:53_eh_st_4282,4,president,notes general support; thanks for the work done during this session; all agenda items finished,"distinguished delegates. i thank you all for your comments, i'd like to ask the secretariat to amend the documents and circulate them next week through all delegations. may i take it that this proposal is not objected to in general, except for the adjustments to the proposal on friends of the president, i want to once again express my deep appreciation to all delegations, facilitators, rapport ter and the secretariat for their hard work and unwavering commitment throughout this session, we have made meaningful progress, but there is still work to be done. our collective efforts will be crucial in ensuring that we achieve a robust and well balanced regulatory framework for the exploitation of mineral resources in the area. i urge your delegations remain engaged, proactive and constructive. as we move forward with that, we close agenda item 11 for this march session. indeed, the council has completed all agenda items scheduled for the first part of the 30th session. before the end of the meeting, i give the lord the delegation of chile.",2025-03-28,17:01:53,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4282,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:01:53_eh_obs_381; 20250328_17:01:53_eh_obs_382; 20250328_17:01:53_eh_obs_383,FALSE,17:01:53,115,formal
20250328_17:03:48_eh_st_4285,1,chile,asks that the interventions made here and the results from wgs should be properly reflected in the next draft text; notes on president transition and continuity of insight into draft text development; chp,"thank you the the meeting, i would like to speak on behalf of the group of latin american and the caribbean countries, we really appreciate your efforts leading the negotiations during the current period of decisions that celebrates 30 years since establishment of the international seabed authority. it is our firm belief that unclos is international legal, legal framework within which all activities in the ocean and seas must be carried out, and the fundamental basis that guides the behavior of states on the ocean matters establishing provisions for sustainable use and conservation of oceans and their resources. the group of latin american caribbean state reforms is a strong commitment to the authority, as well as our willingness to continue contributing with the work of the council and other authorities organ. on behalf of grulac, i would like to thank all the delegations that have offered to lead informal, inter sessional working groups, which have been instrumental in pushing the negotiations forward. for this reason, we request that the result from the work is included in the draft regulations. we also request thus discussions in the room should be reflected as accurately as possible in the following version of the draft regulations, meaning that if a text proposal has received substantive support, that circumstance should be reflected in the text. we note that discussion due to this session have been more robust and active, and engagement by delegation has been very constructive and informed, allowing for a clear identification of existing divergences and consensus. we believe that having had more time in between meetings allowed for interception and discussions, and having received the revised text well in advance for its review before the meeting, contribute to this result. we encourage the council to continue this pattern. we father knew that the fact that the present under whose term the revised version was prepared is not the same. who led subsequent negotiations for this, we believe it could be useful to develop a transition process in which the nominated present could exchange views concerning the revised text in the preparatory process. in this regard, we suggest that each regional group nominates a representative as early as possible, ideally at the end of the previous session. good luck. mr. president is convinced of the need to hold unclos provisions, recalling that the convention is the most comprehensive set of norms and principles that govern access in the area. the convention and agreement on part 11 provide legal tools to ensure the mandate and trust to the authority grula is committed to the effective implementation through the development of rules, regulations and procedures, promoting and achievable legal certainty is fundamental for the isa to discharge its mandate in an effective and predictable way. in this recall, recall that under unclos activities in the area shall be carried out for the benefit of humankind as a whole, and the authority is the international organization entrusted to act on its behalf. grula strongly believes that multilateralism is the best path to ensuring these principles are met, and is committed to supporting the work of the authority. grulac is also convinced that exploitation from mineral resources in the area should not commence before the regulations for exploitation and a robust, comprehensive legal and institutional framework are in place that includes, inter alia, effective and environmentally sound provisions. in accordance with article 145 of the convention, we emphasize the need to strength the change of scientific knowledge, the creation and strengthening of capacities, and the transfer of marine technology, especially for developing countries, since they are determining elements of activity. unclos provisions, mister president, we reiterate our commitment to keep engaging in good faith and in a spirit of cooperation in the negotiations of a robust balance and effective legal framework to this church fully and effectively the mandate provided by unclos, while recalling our obligation to ensure an effective protection and preservation of the marine environment for harmful effects which may arise from the activities in the area. finally, we would like to thank the secretary general, the staff of the secretariat, the friends from conference services and services for the diligent and essential work.",2025-03-28,17:03:48,provisional agenda isba/30/c/l.1,11,,,,,,,formal plenary,main,,,eh,4285,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:03:48_eh_obs_384; 20250328_17:03:48_eh_obs_385; 20250328_17:03:48_eh_obs_386,FALSE,17:03:48,423,formal
20250328_17:10:51_eh_st_4288,4,president,wants to turn back to negotiating draft regulations; 53 bis,,2025-03-28,17:10:51,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4288,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:10:51_eh_obs_387; 20250328_17:10:51_eh_obs_388,TRUE,17:10:51,274,informal
20250328_17:15:25_eh_st_4290,1,uk,on clarity of words,"as a general point, we see value in regulations 53 bis on pollution control and 53 ter on mining discharges being included in the new section three on environmental management and monitoring, on specifically on regulation. 53 bis, we agree with the article 145 wording currently in square brackets to reflect article 145 however, we can simply refer to necessary measures rather than all the necessary measures, as mentioned for regulation, 53, two, the uk is of the view that there is no need to have including the coastline in this text, as we consider covered by the term marine environment the uk do not support the addition of quote directly resulting close quote. this imports language, not in article 145 which refers to ensuring effective protection for the marine environment from harmful effects which may arise from activities in the area that is broader, simply saying resulting from covers, directly and indirectly. if this provision is to accurately reflect article 145, a of unclos, then the wording and other hazards should be retained. finally, marine litter and underwater noise are sources of pollution. so, there is no need to specifically reference them here.",2025-03-28,17:15:25,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4290,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:15:25_eh_obs_389,TRUE,17:15:25,66,informal
20250328_17:16:31_eh_st_4291,1,pew,"wants obligation to use vessels that have ratified marhall; the rest can be covered in environmental part; if included, so should greenhouse gas","happy to make a few or more minutes time before i catch my flight for pew. it remains unclear to us how draft regulation 53 bis on pollution control inter relates with the pollution regime that covers usual shipping operations rather than mining activities. and so would recommend inserting here an obligation to require a contractor only to use vessels that are registered with states who have ratified the map hole the imo convention on prevention of marine pollution from ships and the london convention and london protocol on the prevention of dumping of waste from ships. otherwise, there may be a loophole where waste and pollution from the mining activity is prohibited in the isa regulations, but waste and pollution from the shipping operation is not in so far as draft regulation 53 bis relates to pollution caused by the contractors exploitation, we would expect such matters to be covered by the environmental part of the regulations and the environmental manage monitoring and management plan for us, this stand alone regulation with little operation, operational content seems superfluous and can be deleted. we recall that article 145 is not solely focused on pollution, but also other hazards, interference with the ecological balance of the marine environment, protection and conservation of the natural resource of the area, and prevention of damage to the flora and fauna of the marine environment. we're not sure why pollution would be selected for special treatment out of that array of issues that require rules, regulations and procedures, if specific aspects of pollution, such as litter and noise, which may otherwise fall outside of attention, are to be listed here. we would also like to see greenhouse gas emissions included, noting the recent it loss advisory opinion.",2025-03-28,17:16:31,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4291,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:16:31_eh_obs_390; 20250328_17:16:31_eh_obs_391; 20250328_17:16:31_eh_obs_392,TRUE,17:16:31,149,informal
20250328_17:19:00_eh_st_4294,1,russia,wording changes; on emmp and rrp hierarchy; remp should not be mentioned,"we also think that in this regulation, we need to follow the wording of article 145 of the convention. therefore, we also agree adding the phrase and other hazards exclude all the and appropriate also we place the word resulting with the word arising as the word arising is used in article 145 also, we think that we should switch the places where we make a reference to the word. rules, regulations and procedures of the authority, and where we make a reference to the environmental management and monitoring plan, which places because the rules, regulations and procedures of the authority are superior to a plan of a contractor. also, we do not quite understand a reference to a remp in this context. we think that perhaps making a reference to the remp in this regulation on pollution control, actually, the remp does not regulate pollution control as remp is responsible for something different.",2025-03-28,17:19:00,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4294,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:19:00_eh_obs_393; 20250328_17:19:00_eh_obs_394; 20250328_17:19:00_eh_obs_395,TRUE,17:19:00,98,informal
20250328_17:20:38_eh_st_4297,1,germany,"wants references to specific pollution such as noise, light, ghg, litter","germany is broadly supportive of the 53 bis alt pollutants. activities in the area likely emit underwater noise, light, greenhouse gasses and potentially marine litter, we therefore support referencing these types of pollutants. the text should therefore read, i quote, including by preventing, reducing and controlling pollution and other hazards, including, but not limited to underwater noise, light, greenhouse gas emissions and marine data directly or indirectly resulting from its activities in the area. end of quote,",2025-03-28,17:20:38,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4297,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:20:38_eh_obs_396,TRUE,17:20:38,78,informal
20250328_17:21:56_eh_st_4298,1,federated states of micronesia,on coast line inclusion,"i had already closed most of the tabs on my tablet, but alas, but happy to engage on this important draft regulation on the issue of referring to the coastline. there's been some discussion in the council and past meetings on this issue, or whether the phrase marine environment, as used in dr regulation, encompasses the coastline for this particular draft regulation, since it refers to article 145 which itself refers to marine environment, including the coastline, maybe there might not be a need to also refer to the coastline here, although this is focused on pollution, which is a particular interest of coastline in the convention. but i did want to comment on your broader point in your explanatory on the comment box about how the definition of marine environment, presumably in the schedule, already covers the issue or the coastline. it would be great for me as a non scientist, to get maybe a scientific unpacking of the definition of the marine environment in the schedule to indicate whether it actually does cover the coastline. and they'll be good for harmonization across the text. and maybe this is an issue for a friends of the president group to tackle at one point, to harmonize this text on marine environment including the coastline, i am not volunteering myself but maybe a suggestion.",2025-03-28,17:21:56,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4298,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:21:56_eh_obs_397,TRUE,17:21:56,76,informal
20250328_17:23:12_eh_st_4299,1,france,"wants references to specific pollution, notes germany","we are in favor of mentioning as including marine litter and underwater noise. we think it's good to keep that in the text, and we take note of the german proposal.",2025-03-28,17:23:12,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4299,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:23:12_eh_obs_398,TRUE,17:23:12,45,informal
20250328_17:23:57_eh_st_4300,1,argentina,remove coast line reference; no mention of specific pollutants,"we also think it would be necessary to fall in line with article 145 of the convention, and we agree with other delegations. we think that we should remove the reference to the coastline, because this is falling within the marine environment. there is a definition in the schedule. and in addition, like the uk, think that there's a long list of sources of pollution and marine litter and under water noise sort of included in the definition of pollution.",2025-03-28,17:23:57,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4300,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:23:57_eh_obs_399; 20250328_17:23:57_eh_obs_400,TRUE,17:23:57,85,informal
20250328_17:25:22_eh_st_4302,1,india,replace preserve with conserve; rrps before emmp,"in regulation 53 bis, we notice there is a word use preserved, but as per one article 145 sub para, sub b, it is a conservation. so it is a conservation for the natural resources has been applied in the on clause in the design class language. so we used to replace this preserve with conservation. and regarding this, rules and regulations of and this of the authority procedures authority should go before environment management plan",2025-03-28,17:25:22,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4302,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:25:22_eh_obs_401; 20250328_17:25:22_eh_obs_402,TRUE,17:25:22,55,informal
20250328_17:26:17_eh_st_4304,1,switzerland,"thanks pew, supports lindon convention mention; thanks germany for proposal","we would like to thank pew for their comments about unclos in the london call. and we would also like clarifications on that we also support the reference to greenhouse gasses. and finally, we would like to thank germany for the proposal that we will take a very close look at attentively.",2025-03-28,17:26:17,revised consolidated text isba/30/c/crp.1,dr53 bis,,,,,,,informal plenary,main,,,eh,4304,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250328_isa30part1_eh.xlsx,20250328_17:26:17_eh_obs_403; 20250328_17:26:17_eh_obs_404,TRUE,17:26:17,65,informal
